Position,Title,Author,Description,Article link,PDF Link,Research Methods,Focus Areas,Topics or Themes,Geographical Focus,Temporal Focus
276,A decade of model-driven security,"D Basin, M Clavel, M Egea - Proceedings of the 16th ACM symposium …, 2011 - dl.acm.org","… model transformations. For example, in multi-tier systems, we used model transformations to
transform a security … This large expansion was due to the high level of abstraction provided …",https://dl.acm.org/doi/abs/10.1145/1998441.1998443,https://infsec.ethz.ch/content/dam/ethz/special-interest/infk/inst-infsec/information-security-group-dam/research/publications/pub2011/sacmat11.pdf,,,,,
277,The Safe-Tcl Security Model.,"JY Levy, L Demailly, JK Ousterhout… - USENIX Annual Technical …, 1998 - usenix.org","… If a security policy included a large number of features, it … encourages a large number of
smaller, specialized security policies. … a scripting language to implement a security model is both …",https://www.usenix.org/publications/library/proceedings/usenix98/full_papers/levy/levy.pdf,https://www.usenix.org/publications/library/proceedings/usenix98/full_papers/levy/levy.pdf,,Policy and Regulation,,,
278,Effect of grammar on security of long passwords,"A Rao, B Jha, G Kini - … ACM conference on Data and application security …, 2013 - dl.acm.org","… We use fixed entropy estimate of 1.75 bits per character for printed English from[18], which
derived the estimate using a 3-word gram language model trained on large amounts of …",https://dl.acm.org/doi/abs/10.1145/2435349.2435395,http://reports-archive.adm.cs.cmu.edu/anon/anon/home/ftp/isr2012/CMU-ISR-12-113.pdf,,,,,
279,What security questions do developers ask? a large-scale study of stack overflow posts,"XL Yang, D Lo, X Xia, ZY Wan, JL Sun - Journal of Computer Science and …, 2016 - Springer","… for security researchers, security educators and security … , we conduct a large-scale study
on security-related questions … and security-related questions occupy a large proportion and …",https://link.springer.com/article/10.1007/s11390-016-1672-0,https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=4578&context=sis_research,,,,,
280,Language identification of encrypted voip traffic: Alejandra y roberto or alice and bob?,"CV Wright, L Ballard, F Monrose… - USENIX Security …, 2007 - usenix.org","… model (GMM) classification and techniques based on single-language phone recognition and
n-gram language modeling… , we evaluate our techniques on a large corpus of traffic from dif…",https://www.usenix.org/event/sec07/tech/full_papers/wright/wright_html/,https://www.usenix.org/event/sec07/tech/full_papers/wright/wright_html/,,,,,
281,Deeplog: Anomaly detection and diagnosis from system logs through deep learning,"M Du, F Li, G Zheng, V Srikumar - … and communications security, 2017 - dl.acm.org","… problem of language modeling, widely studied by the natural language … e typical language
modeling approach for assigning … We rst compare its e ectiveness on large system logs with …",https://dl.acm.org/doi/abs/10.1145/3133956.3134015,https://dl.acm.org/doi/pdf/10.1145/3133956.3134015,,,,,
282,Automated crowdturfing attacks and defenses in online review systems,"Y Yao, B Viswanath, J Cryan, H Zheng… - … communications security, 2017 - dl.acm.org","… the generative language model. Popular sites like Yelp have already released large review
… This dataset contains the reviews generated by our RNN language model. We use the attack …",https://dl.acm.org/doi/abs/10.1145/3133956.3133990,https://dl.acm.org/doi/pdf/10.1145/3133956.3133990,,,,,
283,A markov random field model for term dependencies,"D Metzler, WB Croft - Proceedings of the 28th annual international ACM …, 2005 - dl.acm.org","… Much like the language modeling framework, our model does not … security measures, or
security measures appear in a doc… As further evidence of the power of these models on large …",https://dl.acm.org/doi/abs/10.1145/1076034.1076115,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3eae360c6ee52950f27f577aedd5f9934a04e137,,,,,
284,Acoustic {Side-Channel} attacks on printers,"M Backes, M Dürmuth, S Gerling, M Pinkal… - 19th USENIX Security …, 2010 - usenix.org","… large range of domains and thus make our model robust in the face of arbitrary input texts,
we train the language model … taken into account by the language model. Higher values for n …",https://www.usenix.org/event/sec10/tech/full_papers/Backes.pdf,https://www.usenix.org/event/sec10/tech/full_papers/Backes.pdf,,,,,
285,"Database security-concepts, approaches, and challenges","E Bertino, R Sandhu - IEEE Transactions on Dependable and …, 2005 - ieeexplore.ieee.org","… security and summarize the most well-known techniques. We focus on access control
systems, on which a large … , and the role-based access control (RBAC) model. We also discuss …",https://ieeexplore.ieee.org/abstract/document/1416861/,https://www.cerias.purdue.edu/assets/pdf/bibtex_archive/2005-99.ps,,,,,
286,Clockwork finance: Automated analysis of economic security in smart contracts,"K Babel, P Daian, M Kelkar… - … Security and Privacy (SP), 2023 - ieeexplore.ieee.org","… orders in the formal model directly results in a large amount of repeated computation as …
our language model, which we now describe. The first component of our language model …",https://ieeexplore.ieee.org/abstract/document/10179346/,https://arxiv.org/pdf/2109.04347,,,,,
287,"Möbius 2.3: An extensible tool for dependability, security, and performance evaluation of large and complex system models","T Courtney, S Gaonkar, K Keefe… - 2009 IEEE/IFIP …, 2009 - ieeexplore.ieee.org","… Möbius 2.3 is an extensible dependability, security, and performance modeling environment
for large-scale discrete-event systems. It provides multiple model formalisms and solution …",https://ieeexplore.ieee.org/abstract/document/5270318/,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=df6514dd527647cdf4eab5d67d53629cbc48d9bd,,,Solutions and Mitigations,,
288,Automated identification of security issues from commit messages and bug reports,"Y Zhou, A Sharma - Proceedings of the 2017 11th joint meeting on …, 2017 - dl.acm.org","… From GitHub, JIRA, and Bugzilla, we collected a wide range of security related commits and
bug … ming languages at low cost and large scale. Our proposed K-fold stacking model for …",https://dl.acm.org/doi/abs/10.1145/3106237.3117771,https://www.researchgate.net/profile/Asankhaya-Sharma/publication/318872391_Automated_identification_of_security_issues_from_commit_messages_and_bug_reports/links/5a7947c2a6fdcc4ffe90c684/Automated-identification-of-security-issues-from-commit-messages-and-bug-reports.pdf,,,,,
289,Security scheme for managing a large quantity of individual information in RFID environment,"N Park - International Conference on Information Computing …, 2010 - Springer","… Ensuring the security of mobile RFID's large-capacity … propose a security service solution
for managing a large quantity … It aims to become aware of distribution of large quantity of …",https://link.springer.com/chapter/10.1007/978-3-642-16339-5_10,https://www.academia.edu/download/36619990/1060072.pdf,,,Solutions and Mitigations,,
290,Finding application errors and security flaws using PQL: a program query language,"M Martin, B Livshits, MS Lam - Acm Sigplan Notices, 2005 - dl.acm.org","… large programs, we applied the technique to 6 large real-life applications with nearly 60,000
classes combined and found 206 errors. We found several security … that the language covers …",https://dl.acm.org/doi/abs/10.1145/1103845.1094840,https://www.academia.edu/download/36333484/oopsla05pql.pdf,,,,,
291,Model-checking of safety and security aspects in web service flows,"S Nakajima - Web Engineering: 4th International Conference, ICWE …, 2004 - Springer","… Last, up to the time of writing this paper, we cover a core part of BPEL language only.
BPEL is a large language that has many interesting features such as compensation, fault, and …",https://link.springer.com/chapter/10.1007/978-3-540-27834-4_60,,,,,,
292,The importance of resources and security in the socio-economic integration of refugees. A study on the impact of length of stay in asylum accommodation and …,"L Bakker, J Dagevos, G Engbersen - Journal of International Migration and …, 2014 - Springer","… In this study, we use a large-scale dataset containing detailed information on about 4,000
refugees to show that also post-migration stressors affect mental health and hinder the socio-…",https://link.springer.com/article/10.1007/s12134-013-0296-2,https://repub.eur.nl/pub/73332/art-3A10.1007-2Fs12134-013-0296-2.pdf,,,,,
293,On the opportunities and risks of foundation models,"R Bommasani, DA Hudson, E Adeli, R Altman… - arXiv preprint arXiv …, 2021 - arxiv.org","… of writing are language models, the term language model is … For security, we view foundation
models as akin to operating … of a foundation model without a large amount of training. …",https://arxiv.org/abs/2108.07258,https://arxiv.org/pdf/2108.07258.pdf?utm_source=morning_brew,,,,,
294,Stay on-topic: Generating context-specific fake restaurant reviews,"M Juuti, B Sun, T Mori, N Asokan - … on Research in Computer Security, 2018 - Springer","… We also assume that it is easy for the agent to create a large number of accounts on the
review … , our language model modifications require some knowledge of that target language’s …",https://link.springer.com/chapter/10.1007/978-3-319-99073-6_7,https://arxiv.org/pdf/1805.02400,,,,,
295,Controlled-channel attacks: Deterministic side channels for untrusted operating systems,"Y Xu, W Cui, M Peinado - 2015 IEEE Symposium on Security …, 2015 - ieeexplore.ieee.org","… Abstract—The presence of large numbers of security vulner… untrusted operating system to
extract large amounts of sensitive … To mitigate the ambiguity, we leverage a language model to …",https://ieeexplore.ieee.org/abstract/document/7163052/,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=5ac7a4dca5509c9dee49d96b4c3c62cc1d0bb9dd,,,,,
296,Towards a formal model for security policies specification and validation in the selinux system,"G Zanin, LV Mancini - Proceedings of the ninth ACM symposium on …, 2004 - dl.acm.org","… This paper presents a formal model, called SELAC, for analyzing an arbitrary security policy
configuration for the SELinux system. A security policy for SELinux is complex and large: it is …",https://dl.acm.org/doi/abs/10.1145/990036.990059,https://www.researchgate.net/profile/Luigi-Mancini/publication/221367005_Towards_a_formal_model_for_security_policies_specification_and_validation_in_the_SELinux_system/links/02bfe511cbb93de777000000/Towards-a-formal-model-for-security-policies-specification-and-validation-in-the-SELinux-system.pdf,,Policy and Regulation,,,Current Issues
